text,label
Kayaknya QRIS ini ditimpa stiker lain deh waktu saya transaksi,qr_replacement
Kayaknya QRIS ini ditimpa stiker lain deh pas discan,qr_replacement
Kayaknya QRIS ini ditimpa stiker lain deh di toko ini,qr_replacement
Kayaknya QRIS ini ditimpa stiker lain deh tadi,qr_replacement
Kayaknya QRIS ini ditimpa stiker lain deh barusan,qr_replacement
Kayaknya QRIS ini ditimpa stiker lain deh agak aneh,qr_replacement
Kayaknya QRIS ini ditimpa stiker lain deh cukup jelas,qr_replacement
Stiker QRIS keliatan palsu dan nutupin QR asli,qr_replacement
Stiker QRIS keliatan palsu dan nutupin QR asli deh,qr_replacement
Stiker QRIS keliatan palsu dan nutupin QR asli nih,qr_replacement
Stiker QRIS keliatan palsu dan nutupin QR asli ya,qr_replacement
Stiker QRIS keliatan palsu dan nutupin QR asli banget,qr_replacement
Stiker QRIS keliatan palsu dan nutupin QR asli sih,qr_replacement
Stiker QRIS keliatan palsu dan nutupin QR asli aja,qr_replacement
Stiker QRIS keliatan palsu dan nutupin QR asli kok,qr_replacement
Stiker QRIS keliatan palsu dan nutupin QR asli dong,qr_replacement
Stiker QRIS keliatan palsu dan nutupin QR asli bgt,qr_replacement
Stiker QRIS keliatan palsu dan nutupin QR asli kayaknya,qr_replacement
Stiker QRIS keliatan palsu dan nutupin QR asli menurut saya,qr_replacement
Stiker QRIS keliatan palsu dan nutupin QR asli pas saya bayar,qr_replacement
Stiker QRIS keliatan palsu dan nutupin QR asli waktu saya transaksi,qr_replacement
Stiker QRIS keliatan palsu dan nutupin QR asli pas discan,qr_replacement
Stiker QRIS keliatan palsu dan nutupin QR asli di toko ini,qr_replacement
Stiker QRIS keliatan palsu dan nutupin QR asli tadi,qr_replacement
Stiker QRIS keliatan palsu dan nutupin QR asli barusan,qr_replacement
Stiker QRIS keliatan palsu dan nutupin QR asli agak aneh,qr_replacement
Stiker QRIS keliatan palsu dan nutupin QR asli cukup jelas,qr_replacement
QR di meja kasir ditempel di atas kode sebelumnya,qr_replacement
QR di meja kasir ditempel di atas kode sebelumnya deh,qr_replacement
QR di meja kasir ditempel di atas kode sebelumnya nih,qr_replacement
QR di meja kasir ditempel di atas kode sebelumnya ya,qr_replacement
QR di meja kasir ditempel di atas kode sebelumnya banget,qr_replacement
QR di meja kasir ditempel di atas kode sebelumnya sih,qr_replacement
QR di meja kasir ditempel di atas kode sebelumnya aja,qr_replacement
QR di meja kasir ditempel di atas kode sebelumnya kok,qr_replacement
QR di meja kasir ditempel di atas kode sebelumnya dong,qr_replacement
QR di meja kasir ditempel di atas kode sebelumnya bgt,qr_replacement
QR di meja kasir ditempel di atas kode sebelumnya kayaknya,qr_replacement
QR di meja kasir ditempel di atas kode sebelumnya menurut saya,qr_replacement
QR di meja kasir ditempel di atas kode sebelumnya pas saya bayar,qr_replacement
QR di meja kasir ditempel di atas kode sebelumnya waktu saya transaksi,qr_replacement
QR di meja kasir ditempel di atas kode sebelumnya pas discan,qr_replacement
QR di meja kasir ditempel di atas kode sebelumnya di toko ini,qr_replacement
QR di meja kasir ditempel di atas kode sebelumnya tadi,qr_replacement
QR di meja kasir ditempel di atas kode sebelumnya barusan,qr_replacement
QR di meja kasir ditempel di atas kode sebelumnya agak aneh,qr_replacement
QR di meja kasir ditempel di atas kode sebelumnya cukup jelas,qr_replacement
Ada QR baru nutup QR lama,qr_replacement
Ada QR baru nutup QR lama deh,qr_replacement
Ada QR baru nutup QR lama nih,qr_replacement
Ada QR baru nutup QR lama ya,qr_replacement
Ada QR baru nutup QR lama banget,qr_replacement
Ada QR baru nutup QR lama sih,qr_replacement
Ada QR baru nutup QR lama aja,qr_replacement
Ada QR baru nutup QR lama kok,qr_replacement
Ada QR baru nutup QR lama dong,qr_replacement
Ada QR baru nutup QR lama bgt,qr_replacement
Ada QR baru nutup QR lama kayaknya,qr_replacement
Ada QR baru nutup QR lama menurut saya,qr_replacement
Ada QR baru nutup QR lama pas saya bayar,qr_replacement
Ada QR baru nutup QR lama waktu saya transaksi,qr_replacement
Ada QR baru nutup QR lama pas discan,qr_replacement
Ada QR baru nutup QR lama di toko ini,qr_replacement
Ada QR baru nutup QR lama tadi,qr_replacement
Ada QR baru nutup QR lama barusan,qr_replacement
Kasir meminta tambahan biaya 2000 untuk transaksi QRIS,additional_fees
Dikenakan biaya admin tanpa pemberitahuan sebelumnya,additional_fees
Kasir minta biaya tambahan saat bayar pakai QRIS,additional_fees
Kasir minta biaya tambahan saat bayar pakai QRIS deh,additional_fees
Kasir minta biaya tambahan saat bayar pakai QRIS nih,additional_fees
Kasir minta biaya tambahan saat bayar pakai QRIS ya,additional_fees
Kasir minta biaya tambahan saat bayar pakai QRIS banget,additional_fees
Kasir minta biaya tambahan saat bayar pakai QRIS sih,additional_fees
Kasir minta biaya tambahan saat bayar pakai QRIS aja,additional_fees
Kasir minta biaya tambahan saat bayar pakai QRIS kok,additional_fees
Kasir minta biaya tambahan saat bayar pakai QRIS dong,additional_fees
Kasir minta biaya tambahan saat bayar pakai QRIS bgt,additional_fees
Kasir minta biaya tambahan saat bayar pakai QRIS kayaknya,additional_fees
Kasir minta biaya tambahan saat bayar pakai QRIS menurut saya,additional_fees
Kasir minta biaya tambahan saat bayar pakai QRIS pas saya bayar,additional_fees
Kasir minta biaya tambahan saat bayar pakai QRIS waktu saya transaksi,additional_fees
Kasir minta biaya tambahan saat bayar pakai QRIS pas discan jadi saya ragu,"additional_fees",
Kasir minta biaya tambahan saat bayar pakai QRIS di toko ini,additional_fees
Kasir minta biaya tambahan saat bayar pakai QRIS tadi,additional_fees
Kasir minta biaya tambahan saat bayar pakai QRIS barusan,additional_fees
Kasir minta biaya tambahan saat bayar pakai QRIS agak aneh,additional_fees
Kasir minta biaya tambahan saat bayar pakai QRIS cukup jelas,additional_fees
Ada admin tambahan 2 ribu untuk pembayaran QRIS,additional_fees
Ada admin tambahan 2 ribu untuk pembayaran QRIS deh,additional_fees
Ada admin tambahan 2 ribu untuk pembayaran QRIS nih,additional_fees
Ada admin tambahan 2 ribu untuk pembayaran QRIS ya,additional_fees
Ada admin tambahan 2 ribu untuk pembayaran QRIS banget,additional_fees
Ada admin tambahan 2 ribu untuk pembayaran QRIS sih,additional_fees
Ada admin tambahan 2 ribu untuk pembayaran QRIS aja,additional_fees
Ada admin tambahan 2 ribu untuk pembayaran QRIS kok,additional_fees
Ada admin tambahan 2 ribu untuk pembayaran QRIS dong,additional_fees
Ada admin tambahan 2 ribu untuk pembayaran QRIS bgt,additional_fees
Ada admin tambahan 2 ribu untuk pembayaran QRIS kayaknya,additional_fees
Ada admin tambahan 2 ribu untuk pembayaran QRIS menurut saya,additional_fees
Ada admin tambahan 2 ribu untuk pembayaran QRIS pas saya bayar,additional_fees
Ada admin tambahan 2 ribu untuk pembayaran QRIS waktu saya transaksi,additional_fees
Ada admin tambahan 2 ribu untuk pembayaran QRIS pas discan,additional_fees
Ada admin tambahan 2 ribu untuk pembayaran QRIS di toko ini,additional_fees
Ada admin tambahan 2 ribu untuk pembayaran QRIS tadi,additional_fees
Ada admin tambahan 2 ribu untuk pembayaran QRIS barusan,additional_fees
Ada admin tambahan 2 ribu untuk pembayaran QRIS agak aneh,additional_fees
Ada admin tambahan 2 ribu untuk pembayaran QRIS cukup jelas,additional_fees
Bayar QRIS tapi dikenakan fee lagi,additional_fees
Bayar QRIS tapi dikenakan fee lagi deh,additional_fees
Bayar QRIS tapi dikenakan fee lagi nih,additional_fees
Bayar QRIS tapi dikenakan fee lagi ya,additional_fees
Bayar QRIS tapi dikenakan fee lagi banget,additional_fees
Bayar QRIS tapi dikenakan fee lagi sih,additional_fees
Bayar QRIS tapi dikenakan fee lagi aja,additional_fees
Bayar QRIS tapi dikenakan fee lagi kok,additional_fees
Bayar QRIS tapi dikenakan fee lagi dong,additional_fees
Bayar QRIS tapi dikenakan fee lagi bgt,additional_fees
Bayar QRIS tapi dikenakan fee lagi kayaknya,additional_fees
Bayar QRIS tapi dikenakan fee lagi menurut saya,additional_fees
Bayar QRIS tapi dikenakan fee lagi pas saya bayar,additional_fees
Bayar QRIS tapi dikenakan fee lagi waktu saya transaksi,additional_fees
Bayar QRIS tapi dikenakan fee lagi pas discan,additional_fees
Bayar QRIS tapi dikenakan fee lagi di toko ini,additional_fees
Bayar QRIS tapi dikenakan fee lagi tadi,additional_fees
Bayar QRIS tapi dikenakan fee lagi barusan,additional_fees
Bayar QRIS tapi dikenakan fee lagi agak aneh,additional_fees
Bayar QRIS tapi dikenakan fee lagi cukup jelas,additional_fees
Katanya ada biaya layanan kalau pakai QRIS,additional_fees
Katanya ada biaya layanan kalau pakai QRIS deh,additional_fees
Katanya ada biaya layanan kalau pakai QRIS nih,additional_fees
Katanya ada biaya layanan kalau pakai QRIS ya,additional_fees
Katanya ada biaya layanan kalau pakai QRIS banget,additional_fees
Katanya ada biaya layanan kalau pakai QRIS sih,additional_fees
Katanya ada biaya layanan kalau pakai QRIS aja,additional_fees
Katanya ada biaya layanan kalau pakai QRIS kok,additional_fees
Katanya ada biaya layanan kalau pakai QRIS dong,additional_fees
Katanya ada biaya layanan kalau pakai QRIS bgt,additional_fees
Katanya ada biaya layanan kalau pakai QRIS kayaknya,additional_fees
Katanya ada biaya layanan kalau pakai QRIS menurut saya,additional_fees
Katanya ada biaya layanan kalau pakai QRIS pas saya bayar,additional_fees
Katanya ada biaya layanan kalau pakai QRIS waktu saya transaksi,additional_fees
Katanya ada biaya layanan kalau pakai QRIS pas discan,additional_fees
Katanya ada biaya layanan kalau pakai QRIS di toko ini,additional_fees
Katanya ada biaya layanan kalau pakai QRIS tadi,additional_fees
Katanya ada biaya layanan kalau pakai QRIS barusan,additional_fees
Katanya ada biaya layanan kalau pakai QRIS agak aneh,additional_fees
Katanya ada biaya layanan kalau pakai QRIS cukup jelas,additional_fees
Total pembayaran jadi lebih mahal karena biaya QRIS,additional_fees
Total pembayaran jadi lebih mahal karena biaya QRIS deh,additional_fees
Total pembayaran jadi lebih mahal karena biaya QRIS nih,additional_fees
Total pembayaran jadi lebih mahal karena biaya QRIS ya,additional_fees
Total pembayaran jadi lebih mahal karena biaya QRIS banget,additional_fees
Total pembayaran jadi lebih mahal karena biaya QRIS sih,additional_fees
Total pembayaran jadi lebih mahal karena biaya QRIS aja,additional_fees
Total pembayaran jadi lebih mahal karena biaya QRIS kok,additional_fees
Total pembayaran jadi lebih mahal karena biaya QRIS dong,additional_fees
Total pembayaran jadi lebih mahal karena biaya QRIS bgt,additional_fees
Total pembayaran jadi lebih mahal karena biaya QRIS kayaknya,additional_fees
Total pembayaran jadi lebih mahal karena biaya QRIS menurut saya,additional_fees
Total pembayaran jadi lebih mahal karena biaya QRIS pas saya bayar,additional_fees
Total pembayaran jadi lebih mahal karena biaya QRIS waktu saya transaksi,additional_fees
Total pembayaran jadi lebih mahal karena biaya QRIS pas discan,additional_fees
Total pembayaran jadi lebih mahal karena biaya QRIS di toko ini,additional_fees
Total pembayaran jadi lebih mahal karena biaya QRIS tadi,additional_fees
Total pembayaran jadi lebih mahal karena biaya QRIS barusan,additional_fees
Transaksi berkali-kali gagal tapi saldo saya terpotong,suspicious_transaction
Sistem QRIS mencurigakan meminta transfer berulang kali,suspicious_transaction
Transaksi QRIS gagal tapi saldo tetap kepotong,suspicious_transaction
Transaksi QRIS gagal tapi saldo tetap kepotong deh,suspicious_transaction
Transaksi QRIS gagal tapi saldo tetap kepotong nih,suspicious_transaction
Transaksi QRIS gagal tapi saldo tetap kepotong ya,suspicious_transaction
Transaksi QRIS gagal tapi saldo tetap kepotong banget,suspicious_transaction
Transaksi QRIS gagal tapi saldo tetap kepotong sih,suspicious_transaction
Transaksi QRIS gagal tapi saldo tetap kepotong aja,suspicious_transaction
Transaksi QRIS gagal tapi saldo tetap kepotong kok,suspicious_transaction
Transaksi QRIS gagal tapi saldo tetap kepotong dong,suspicious_transaction
Transaksi QRIS gagal tapi saldo tetap kepotong bgt,suspicious_transaction
Transaksi QRIS gagal tapi saldo tetap kepotong kayaknya,suspicious_transaction
Transaksi QRIS gagal tapi saldo tetap kepotong menurut saya,suspicious_transaction
Transaksi QRIS gagal tapi saldo tetap kepotong pas saya bayar,suspicious_transaction
Transaksi QRIS gagal tapi saldo tetap kepotong waktu saya transaksi,suspicious_transaction
Transaksi QRIS gagal tapi saldo tetap kepotong pas discan jadi saya ragu,"suspicious_transaction",
Transaksi QRIS gagal tapi saldo tetap kepotong di toko ini,suspicious_transaction
Transaksi QRIS gagal tapi saldo tetap kepotong tadi,suspicious_transaction
Transaksi QRIS gagal tapi saldo tetap kepotong barusan,suspicious_transaction
Transaksi QRIS gagal tapi saldo tetap kepotong agak aneh,suspicious_transaction
Transaksi QRIS gagal tapi saldo tetap kepotong cukup jelas,suspicious_transaction
Saldo berkurang padahal pembayaran QRIS tidak berhasil,suspicious_transaction
Saldo berkurang padahal pembayaran QRIS tidak berhasil deh,suspicious_transaction
Saldo berkurang padahal pembayaran QRIS tidak berhasil nih,suspicious_transaction
Saldo berkurang padahal pembayaran QRIS tidak berhasil ya,suspicious_transaction
Saldo berkurang padahal pembayaran QRIS tidak berhasil banget,suspicious_transaction
Saldo berkurang padahal pembayaran QRIS tidak berhasil sih,suspicious_transaction
Saldo berkurang padahal pembayaran QRIS tidak berhasil aja,suspicious_transaction
Saldo berkurang padahal pembayaran QRIS tidak berhasil kok,suspicious_transaction
Saldo berkurang padahal pembayaran QRIS tidak berhasil dong,suspicious_transaction
Saldo berkurang padahal pembayaran QRIS tidak berhasil bgt,suspicious_transaction
Saldo berkurang padahal pembayaran QRIS tidak berhasil kayaknya,suspicious_transaction
Saldo berkurang padahal pembayaran QRIS tidak berhasil menurut saya,suspicious_transaction
Saldo berkurang padahal pembayaran QRIS tidak berhasil pas saya bayar,suspicious_transaction
Saldo berkurang padahal pembayaran QRIS tidak berhasil waktu saya transaksi,suspicious_transaction
Saldo berkurang padahal pembayaran QRIS tidak berhasil pas discan,suspicious_transaction
Saldo berkurang padahal pembayaran QRIS tidak berhasil di toko ini,suspicious_transaction
Saldo berkurang padahal pembayaran QRIS tidak berhasil tadi,suspicious_transaction
Saldo berkurang padahal pembayaran QRIS tidak berhasil barusan,suspicious_transaction
Saldo berkurang padahal pembayaran QRIS tidak berhasil agak aneh,suspicious_transaction
Saldo berkurang padahal pembayaran QRIS tidak berhasil cukup jelas,suspicious_transaction
QRIS minta scan berkali-kali dan hasilnya aneh,suspicious_transaction
QRIS minta scan berkali-kali dan hasilnya aneh deh,suspicious_transaction
QRIS minta scan berkali-kali dan hasilnya aneh nih,suspicious_transaction
QRIS minta scan berkali-kali dan hasilnya aneh ya,suspicious_transaction
QRIS minta scan berkali-kali dan hasilnya aneh banget,suspicious_transaction
QRIS minta scan berkali-kali dan hasilnya aneh sih,suspicious_transaction
QRIS minta scan berkali-kali dan hasilnya aneh aja,suspicious_transaction
QRIS minta scan berkali-kali dan hasilnya aneh kok,suspicious_transaction
QRIS minta scan berkali-kali dan hasilnya aneh dong,suspicious_transaction
QRIS minta scan berkali-kali dan hasilnya aneh bgt,suspicious_transaction
QRIS minta scan berkali-kali dan hasilnya aneh kayaknya,suspicious_transaction
QRIS minta scan berkali-kali dan hasilnya aneh menurut saya,suspicious_transaction
QRIS minta scan berkali-kali dan hasilnya aneh pas saya bayar,suspicious_transaction
QRIS minta scan berkali-kali dan hasilnya aneh waktu saya transaksi,suspicious_transaction
QRIS minta scan berkali-kali dan hasilnya aneh pas discan,suspicious_transaction
QRIS minta scan berkali-kali dan hasilnya aneh di toko ini,suspicious_transaction
QRIS minta scan berkali-kali dan hasilnya aneh tadi,suspicious_transaction
QRIS minta scan berkali-kali dan hasilnya aneh barusan,suspicious_transaction
QRIS minta scan berkali-kali dan hasilnya aneh agak aneh,suspicious_transaction
QRIS minta scan berkali-kali dan hasilnya aneh cukup jelas,suspicious_transaction
Pembayaran gagal tapi uang saya terpotong,suspicious_transaction
Pembayaran gagal tapi uang saya terpotong deh,suspicious_transaction
Pembayaran gagal tapi uang saya terpotong nih,suspicious_transaction
Pembayaran gagal tapi uang saya terpotong ya,suspicious_transaction
Pembayaran gagal tapi uang saya terpotong banget,suspicious_transaction
Pembayaran gagal tapi uang saya terpotong sih,suspicious_transaction
Pembayaran gagal tapi uang saya terpotong aja,suspicious_transaction
Pembayaran gagal tapi uang saya terpotong kok,suspicious_transaction
Pembayaran gagal tapi uang saya terpotong dong,suspicious_transaction
Pembayaran gagal tapi uang saya terpotong bgt,suspicious_transaction
Pembayaran gagal tapi uang saya terpotong kayaknya,suspicious_transaction
Pembayaran gagal tapi uang saya terpotong menurut saya,suspicious_transaction
Pembayaran gagal tapi uang saya terpotong pas saya bayar,suspicious_transaction
Pembayaran gagal tapi uang saya terpotong waktu saya transaksi,suspicious_transaction
Pembayaran gagal tapi uang saya terpotong pas discan,suspicious_transaction
Pembayaran gagal tapi uang saya terpotong di toko ini,suspicious_transaction
Pembayaran gagal tapi uang saya terpotong tadi,suspicious_transaction
Pembayaran gagal tapi uang saya terpotong barusan,suspicious_transaction
Pembayaran gagal tapi uang saya terpotong agak aneh,suspicious_transaction
Pembayaran gagal tapi uang saya terpotong cukup jelas,suspicious_transaction
Transaksi QRIS pending terus tanpa kejelasan,suspicious_transaction
Transaksi QRIS pending terus tanpa kejelasan deh,suspicious_transaction
Transaksi QRIS pending terus tanpa kejelasan nih,suspicious_transaction
Transaksi QRIS pending terus tanpa kejelasan ya,suspicious_transaction
Transaksi QRIS pending terus tanpa kejelasan banget,suspicious_transaction
Transaksi QRIS pending terus tanpa kejelasan sih,suspicious_transaction
Transaksi QRIS pending terus tanpa kejelasan aja,suspicious_transaction
Transaksi QRIS pending terus tanpa kejelasan kok,suspicious_transaction
Transaksi QRIS pending terus tanpa kejelasan dong,suspicious_transaction
Transaksi QRIS pending terus tanpa kejelasan bgt,suspicious_transaction
Transaksi QRIS pending terus tanpa kejelasan kayaknya,suspicious_transaction
Transaksi QRIS pending terus tanpa kejelasan menurut saya,suspicious_transaction
Transaksi QRIS pending terus tanpa kejelasan pas saya bayar,suspicious_transaction
Transaksi QRIS pending terus tanpa kejelasan waktu saya transaksi,suspicious_transaction
Transaksi QRIS pending terus tanpa kejelasan pas discan,suspicious_transaction
Transaksi QRIS pending terus tanpa kejelasan di toko ini,suspicious_transaction
Transaksi QRIS pending terus tanpa kejelasan tadi,suspicious_transaction
Transaksi QRIS pending terus tanpa kejelasan barusan,suspicious_transaction
QRIS resmi nama toko sesuai dan transaksi sangat lancar,safe_confirmation
Pembayaran berhasil nama toko cocok dan aman digunakan,safe_confirmation
Nama toko sesuai dan pembayaran QRIS berhasil,safe_confirmation
Nama toko sesuai dan pembayaran QRIS berhasil deh,safe_confirmation
Nama toko sesuai dan pembayaran QRIS berhasil nih,safe_confirmation
Nama toko sesuai dan pembayaran QRIS berhasil ya,safe_confirmation
